phase,side,action,champion,order,game_id,series_id,game_number,date,patch,blue_team,red_team,first_pick_side,fearless_unavailable,blue_win_rate_before,red_win_rate_before,blue_side_win_rate_before,red_side_win_rate_before,blue_patch_win_rate_before,red_patch_win_rate_before,blue_h2h_win_rate_before,red_h2h_win_rate_before,winner_side,winner_team,acting_side_won
BAN_PHASE_1,RED,BAN,Rumble,4,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,0
BAN_PHASE_1,BLUE,BAN,Lee Sin,5,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,1
BAN_PHASE_1,RED,BAN,Jarvan IV,6,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,0
PICK_PHASE_1,BLUE,PICK,Nocturne,7,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,1
PICK_PHASE_1,RED,PICK,Ryze,8,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,0
PICK_PHASE_1,RED,PICK,Naafiri,9,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,0
PICK_PHASE_1,BLUE,PICK,Lucian,10,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,1
PICK_PHASE_1,BLUE,PICK,Milio,11,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,1
PICK_PHASE_1,RED,PICK,Nautilus,12,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,0
BAN_PHASE_2,RED,BAN,Cassiopeia,13,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,0
BAN_PHASE_2,BLUE,BAN,Miss Fortune,14,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,1
BAN_PHASE_2,RED,BAN,Anivia,15,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,0
BAN_PHASE_2,BLUE,BAN,Yorick,16,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,1
PICK_PHASE_2,RED,PICK,Senna,17,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,0
PICK_PHASE_2,BLUE,PICK,Twisted Fate,18,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,1
PICK_PHASE_2,BLUE,PICK,Jayce,19,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,1
PICK_PHASE_2,RED,PICK,K'Sante,20,LOLTMNT01_376585,LCK_20260506_DN_SOOPers_vs_Hanwha_Life_Esports_S3,2,2026-05-06 11:22:02+00:00,16.09,Hanwha Life Esports,DN SOOPers,BLUE,"[""Pantheon"", ""Bard"", ""Karma"", ""Caitlyn"", ""Jhin"", ""Xin Zhao"", ""Ahri"", ""Aurora"", ""Renekton"", ""Gnar""]",0.631578947368421,0.3148148148148148,0.5882352941176471,0.3,1.0,0.0,0.8333333333333334,0.16666666666666666,BLUE,Hanwha Life Esports,0
BAN_PHASE_1,RED,BAN,Varus,1,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
BAN_PHASE_1,BLUE,BAN,Rumble,2,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
BAN_PHASE_1,RED,BAN,Nocturne,3,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
BAN_PHASE_1,BLUE,BAN,Lucian,4,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
BAN_PHASE_1,RED,BAN,Nautilus,5,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
BAN_PHASE_1,BLUE,BAN,Karma,6,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
PICK_PHASE_1,RED,PICK,Orianna,7,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
PICK_PHASE_1,BLUE,PICK,Ashe,8,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
PICK_PHASE_1,BLUE,PICK,Jarvan IV,9,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
PICK_PHASE_1,RED,PICK,Xin Zhao,10,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
PICK_PHASE_1,RED,PICK,Bard,11,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
PICK_PHASE_1,BLUE,PICK,Seraphine,12,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
BAN_PHASE_2,BLUE,BAN,Ezreal,13,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
BAN_PHASE_2,RED,BAN,Azir,14,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
BAN_PHASE_2,BLUE,BAN,Caitlyn,15,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
BAN_PHASE_2,RED,BAN,Gwen,16,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
PICK_PHASE_2,BLUE,PICK,Ryze,17,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
PICK_PHASE_2,RED,PICK,Jhin,18,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
PICK_PHASE_2,RED,PICK,Sion,19,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,0
PICK_PHASE_2,BLUE,PICK,Zaahen,20,LOLTMNT01_378089,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,1,2026-05-07 08:07:34+00:00,16.09,KT Rolster,Dplus Kia,RED,[],0.5641025641025641,0.5517241379310345,0.7058823529411765,0.45454545454545453,,,0.6666666666666666,0.3333333333333333,BLUE,KT Rolster,1
BAN_PHASE_1,RED,BAN,Varus,1,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
BAN_PHASE_1,BLUE,BAN,Rumble,2,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
BAN_PHASE_1,RED,BAN,Nocturne,3,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
BAN_PHASE_1,BLUE,BAN,Lucian,4,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
BAN_PHASE_1,RED,BAN,Nautilus,5,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
BAN_PHASE_1,BLUE,BAN,Karma,6,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
PICK_PHASE_1,RED,PICK,Jayce,7,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
PICK_PHASE_1,BLUE,PICK,Yunara,8,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
PICK_PHASE_1,BLUE,PICK,Lulu,9,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
PICK_PHASE_1,RED,PICK,Caitlyn,10,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
PICK_PHASE_1,RED,PICK,Lux,11,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
PICK_PHASE_1,BLUE,PICK,Yorick,12,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
BAN_PHASE_2,BLUE,BAN,Twisted Fate,13,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
BAN_PHASE_2,RED,BAN,Vi,14,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
BAN_PHASE_2,BLUE,BAN,Lee Sin,15,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
BAN_PHASE_2,RED,BAN,Pantheon,16,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
PICK_PHASE_2,BLUE,PICK,Naafiri,17,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
PICK_PHASE_2,RED,PICK,Viktor,18,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
PICK_PHASE_2,RED,PICK,Skarner,19,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,0
PICK_PHASE_2,BLUE,PICK,Taliyah,20,LOLTMNT01_378106,LCK_20260507_Dplus_Kia_vs_KT_Rolster_S2,2,2026-05-07 09:01:55+00:00,16.09,KT Rolster,Dplus Kia,RED,"[""Ashe"", ""Orianna"", ""Jarvan IV"", ""Xin Zhao"", ""Seraphine"", ""Bard"", ""Ryze"", ""Jhin"", ""Zaahen"", ""Sion""]",0.575,0.5423728813559322,0.7222222222222222,0.43478260869565216,1.0,0.0,0.75,0.25,BLUE,KT Rolster,1
BAN_PHASE_1,RED,BAN,Varus,1,LOLTMNT01_378144,LCK_20260507_BNK_FEARX_vs_HANJIN_BRION_S3,1,2026-05-07 10:30:17+00:00,16.09,BNK FEARX,HANJIN BRION,RED,[],0.46296296296296297,0.34146341463414637,0.46875,0.3181818181818182,,,0.4,0.6,RED,HANJIN BRION,1
